,tractid,tract,county,state,pop,incpc,ppov,hinc,phs,mrent,mhmval,pown,pmulti,year,GEOID10,NAMELSAD10,tractid_nanda,year_nanda,open_urban_space,low_development,medium_development,high_development,unclassified,forested,cultivated
26,34017010800.0,Census Tract 108, Hudson County, New Jersey,3471.0,30833.0,10.0835494093921,73256.0,40.0652794777642,1145.0,347700.0,37.4804381846635,84.0317919075144,2019.0,34017010800,Census Tract 108,34017010800,2019,0.0082192,0.0456164,0.3021918,0.3343835,0.3,0.009589,0.0
27,34017010900.0,Census Tract 109,Hudson County,NJ,1999.0,16114.0,20.983935742971887,23158.0,71.90850607576841,413.0,149000.0,95.96273291925466,92.33954451345755,2000.0,34017010900,Census Tract 109,34017010900,2000,0.0,0.0163934,0.3967213,0.5836065,0.0,0.0032787,0.0
28,34017010900.0,Census Tract 109, Hudson County, New Jersey,1826.0,22135.0,30.3395399780942,34405.0,56.7175572519084,597.0,337000.0,23.0232558139535,89.3617021276596,2012.0,34017010900,Census Tract 109,34017010900,2012,0.0,0.0065574,0.3967213,0.5934426,0.0,0.0032787,0.0
29,34017010900.0,Census Tract 109, Hudson County, New Jersey,2174.0,26000.0,22.9990800367985,42411.0,59.9151000606428,950.0,307500.0,19.934282584885,88.8205128205128,2019.0,34017010900,Census Tract 109,34017010900,2019,0.0,0.0065574,0.3967213,0.5934426,0.0,0.0032787,0.0
30,34017011000.0,Census Tract 110,Hudson County,NJ,2281.0,16532.0,18.23761508110478,36703.0,60.983606557377044,646.0,164700.0,92.7023945267959,89.96579247434435,2000.0,34017011000,Census Tract 110,34017011000,2000,0.0,0.0088496,0.1946903,0.7876106,0.0,0.0088496,0.0
31,34017011000.0,Census Tract 110, Hudson County, New Jersey,2267.0,23565.0,15.1742390824879,49951.0,62.5335120643432,987.0,276700.0,18.4883720930233,83.2814122533749,2012.0,34017011000,Census Tract 110,34017011000,2012,0.0,0.0,0.1902655,0.800885,0.0,0.0088496,0.0
32,34017011000.0,Census Tract 110, Hudson County, New Jersey,2069.0,27478.0,13.9197680038666,59464.0,46.4556090846524,1230.0,323500.0,30.7884856070088,93.6082474226804,2019.0,34017011000,Census Tract 110,34017011000,2019,0.0,0.0,0.1902655,0.800885,0.0,0.0088496,0.0
33,34017011100.0,Census Tract 111,Hudson County,NJ,4339.0,16426.0,11.846047476377047,33811.0,65.24947294448349,601.0,166900.0,94.22969187675069,94.11764705882352,2000.0,34017011100,Census Tract 111,34017011100,2000,0.0058824,0.0147059,0.0823529,0.3852941,0.5102941,0.0014706,0.0
34,34017011100.0,Census Tract 111, Hudson County, New Jersey,4810.0,21853.0,19.3762993762994,48444.0,57.6837416481069,982.0,346300.0,19.5737521031969,94.6504237288136,2012.0,34017011100,Census Tract 111,34017011100,2012,0.0044118,0.0088235,0.0867647,0.3897059,0.5088235,0.0014706,0.0
35,34017011100.0,Census Tract 111, Hudson County, New Jersey,4487.0,27539.0,17.7430167597765,48056.0,56.0815480304077,1159.0,328400.0,19.6601941747573,90.4652498564044,2019.0,34017011100,Census Tract 111,34017011100,2019,0.0044118,0.0088235,0.0867647,0.3897059,0.5088235,0.0014706,0.0
36,34017011200.0,Census Tract 112,Hudson County,NJ,6364.0,24092.0,4.262346649889903,53027.0,51.950078003120126,706.0,179400.0,96.86168151879116,80.58891902363425,2000.0,34017011200,Census Tract 112,34017011200,2000,0.0221914,0.0221914,0.1019417,0.1636616,0.6719833,0.0138696,0.0041609
37,34017011200.0,Census Tract 112, Hudson County, New Jersey,6273.0,35133.0,5.06934481109517,71881.0,51.9463667820069,1015.0,370500.0,57.1428571428571,71.1102859264761,2012.0,34017011200,Census Tract 112,34017011200,2012,0.0183773,0.0194175,0.1061026,0.167129,0.6712899,0.0135229,0.0041609
38,34017011200.0,Census Tract 112, Hudson County, New Jersey,6269.0,36584.0,5.74675844405315,80946.0,40.0664609541894,1209.0,335700.0,50.2981260647359,72.1298801700812,2019.0,34017011200,Census Tract 112,34017011200,2019,0.0159501,0.0204577,0.1085298,0.167129,0.6702496,0.0135229,0.0041609
39,34017011300.0,Census Tract 113,Hudson County,NJ,2738.0,21641.0,10.372534696859022,39485.0,64.641173389209,526.0,147800.0,93.21231254932913,77.42699289660617,2000.0,34017011300,Census Tract 113,34017011300,2000,0.0,0.0126984,0.2507937,0.7142857,0.0063492,0.015873,0.0
40,34017011300.0,Census Tract 113, Hudson County, New Jersey,2719.0,27730.0,16.6298749080206,57351.0,51.7241379310345,892.0,330300.0,36.405529953917,77.9953014878622,2012.0,34017011300,Census Tract 113,34017011300,2012,0.0,0.0126984,0.2507937,0.7142857,0.0063492,0.015873,0.0
41,34017011300.0,Census Tract 113, Hudson County, New Jersey,2593.0,27955.0,16.3902815271886,52143.0,48.8938053097345,1035.0,275400.0,36.1553784860558,74.9223602484472,2019.0,34017011300,Census Tract 113,34017011300,2019,0.0,0.0126984,0.2507937,0.7142857,0.0063492,0.015873,0.0
42,34017011400.0,Census Tract 114,Hudson County,NJ,3220.0,20798.0,11.014312383322961,43875.0,54.64285714285714,554.0,161600.0,93.35324869305451,77.96863330843914,2000.0,34017011400,Census Tract 114,34017011400,2000,0.0,0.0339463,0.397454,0.5431401,0.0254597,0.0,0.0
43,34017011400.0,Census Tract 114, Hudson County, New Jersey,3288.0,33126.0,8.05961070559611,68278.0,50.6976744186047,988.0,315500.0,45.3038674033149,64.4337016574586,2012.0,34017011400,Census Tract 114,34017011400,2012,0.0,0.0282885,0.3946252,0.553041,0.0240453,0.0,0.0
44,34017011400.0,Census Tract 114, Hudson County, New Jersey,3583.0,34912.0,5.442366731789,72480.0,50.7177033492823,1157.0,323800.0,49.9217527386541,69.0883190883191,2019.0,34017011400,Census Tract 114,34017011400,2019,0.0,0.0282885,0.3946252,0.553041,0.0240453,0.0,0.0
45,34017011500.0,Census Tract 115,Hudson County,NJ,3228.0,25182.0,4.218362282878412,56786.0,60.079051383399204,632.0,183500.0,96.04261796042618,79.1476407914764,2000.0,34017011500,Census Tract 115,34017011500,2000,0.008996,0.0309464,0.1849586,0.1633681,0.6081324,0.0035984,0.0
46,34017011500.0,Census Tract 115, Hudson County, New Jersey,3361.0,32811.0,7.46801547158584,65893.0,49.2063492063492,996.0,319400.0,46.6970387243736,70.6705969049374,2012.0,34017011500,Census Tract 115,34017011500,2012,0.0064772,0.0212307,0.1835192,0.1784815,0.6066929999999999,0.0035984,0.0
47,34017011500.0,Census Tract 115, Hudson County, New Jersey,2601.0,41993.0,8.18915801614764,73385.0,51.166253101737,1258.0,349900.0,61.2263300270514,64.9686520376176,2019.0,34017011500,Census Tract 115,34017011500,2019,0.0043181,0.0215905,0.1853185,0.1784815,0.6066929999999999,0.0035984,0.0
48,34017011600.0,Census Tract 116,Hudson County,NJ,4057.0,18610.0,20.251914052852555,30443.0,66.56592368719305,468.0,159100.0,96.42267473858007,86.29609246009906,2000.0,34017011600,Census Tract 116,34017011600,2000,0.035809,0.0676393,0.3103448,0.2228117,0.33687,0.0172414,0.0092838
49,34017011600.0,Census Tract 116, Hudson County, New Jersey,4262.0,29120.0,20.7179727827311,49071.0,43.9775910364146,756.0,322400.0,30.7775965198477,84.5084920226454,2012.0,34017011600,Census Tract 116,34017011600,2012,0.0198939,0.0570292,0.33687,0.2267905,0.3328912,0.0172414,0.0092838
50,34017011600.0,Census Tract 116, Hudson County, New Jersey,3863.0,29302.0,17.059280352058,37109.0,43.3309300648882,770.0,334500.0,28.0068728522337,81.7985998922994,2019.0,34017011600,Census Tract 116,34017011600,2019,0.0198939,0.0570292,0.33687,0.2267905,0.3328912,0.0172414,0.0092838
51,34017002000.0,Census Tract 20,Hudson County,NJ,4279.000094,17239.00038,22.384985368915896,31724.99926,46.3058956784672,579.0000112,117900.003,95.81442539449692,92.78870145054641,2000.0,34017002000,Census Tract 20,34017002000,2000,0.0,0.0058309,0.3323615,0.6618076,0.0,0.0,0.0
52,34017002000.0,Census Tract 20, Hudson County, New Jersey,4147.0,25976.0,22.884012539185,43682.0,28.5849952516619,847.0,369500.0,7.97872340425532,90.4761904761905,2012.0,34017002000,Census Tract 20,34017002000,2012,0.0,0.0029155,0.3323615,0.664723,0.0,0.0,0.0
53,34017002000.0,Census Tract 20, Hudson County, New Jersey,3990.0,31238.0,25.4600453743383,55625.0,32.5,1159.0,365200.0,7.84431137724551,88.936170212766,2019.0,34017002000,Census Tract 20,34017002000,2019,0.0,0.0029155,0.3323615,0.664723,0.0,0.0,0.0
54,34017002200.0,Census Tract 22,Hudson County,NJ,1594.0,20957.0,14.996849401386264,36848.0,58.076225045372055,655.0,121500.0,91.90184049079755,86.0122699386503,2000.0,34017002200,Census Tract 22,34017002200,2000,0.0,0.0121212,0.2848485,0.7030303,0.0,0.0,0.0
55,34017002200.0,Census Tract 22, Hudson County, New Jersey,1477.0,37845.0,13.7440758293839,60809.0,24.3978243978244,1210.0,298000.0,39.1017173051519,86.2932061978546,2012.0,34017002200,Census Tract 22,34017002200,2012,0.0,0.0121212,0.2848485,0.7030303,0.0,0.0,0.0
56,34017002200.0,Census Tract 22, Hudson County, New Jersey,1737.0,78630.0,2.99366724237191,106250.0,15.3020134228188,1497.0,715600.0,40.6911928651059,80.6588735387885,2019.0,34017002200,Census Tract 22,34017002200,2019,0.0,0.0121212,0.2848485,0.7030303,0.0,0.0,0.0
57,34017002300.0,Census Tract 23,Hudson County,NJ,2387.0,27107.0,13.07659754549302,47011.0,40.565493364108484,696.0,142000.0,95.23809523809523,90.0093370681606,2000.0,34017002300,Census Tract 23,34017002300,2000,0.0,0.0122699,0.3803681,0.607362,0.0,0.0,0.0
58,34017002300.0,Census Tract 23, Hudson County, New Jersey,2162.0,50161.0,12.6734505087882,76063.0,18.6859553948162,1178.0,375400.0,33.0197554092192,95.2618453865337,2012.0,34017002300,Census Tract 23,34017002300,2012,0.0,0.0122699,0.3803681,0.607362,0.0,0.0,0.0
59,34017002300.0,Census Tract 23, Hudson County, New Jersey,2461.0,84819.0,5.11986997155628,127904.0,13.3018867924528,1833.0,685800.0,41.8358340688438,84.7233691164327,2019.0,34017002300,Census Tract 23,34017002300,2019,0.0,0.0122699,0.3803681,0.607362,0.0,0.0,0.0
60,34017002400.0,Census Tract 24,Hudson County,NJ,2453.0,35847.0,9.253974724826742,59934.0,23.633440514469452,890.0,203300.0,94.12202380952381,86.75595238095238,2000.0,34017002400,Census Tract 24,34017002400,2000,0.0282486,0.1242938,0.5141243,0.2655367,0.039548,0.0282485,0.0
61,34017002400.0,Census Tract 24, Hudson County, New Jersey,2571.0,60910.0,3.3112582781457,90313.0,15.8869395711501,1408.0,571300.0,40.9162717219589,78.3745583038869,2012.0,34017002400,Census Tract 24,34017002400,2012,0.0282486,0.1242938,0.5141243,0.2655367,0.039548,0.0282485,0.0
62,34017002400.0,Census Tract 24, Hudson County, New Jersey,2562.0,85509.0,3.66900858704137,147850.0,8.75665215287857,2082.0,818500.0,42.8107229894395,87.2862453531599,2019.0,34017002400,Census Tract 24,34017002400,2019,0.0282486,0.1242938,0.5141243,0.2655367,0.039548,0.0282485,0.0
63,34017002700.0,Census Tract 27,Hudson County,NJ,6281.0,13318.0,29.788250278618055,31868.0,65.23511823865181,545.0,124000.0,92.64705882352942,83.31801470588235,2000.0,34017002700,Census Tract 27,34017002700,2000,0.2322681,0.1449727,0.2837101,0.1683554,0.0763834,0.0943101,0.0
64,34017002700.0,Census Tract 27, Hudson County, New Jersey,4445.0,22819.0,17.570303712036,60660.0,45.9924320605435,956.0,242600.0,37.7257525083612,78.686759956943,2012.0,34017002700,Census Tract 27,34017002700,2012,0.2244739,0.1153546,0.2977397,0.1956352,0.0872954,0.0795011,0.0
65,34017002700.0,Census Tract 27, Hudson County, New Jersey,5503.0,27822.0,17.8812785388128,56964.0,51.0422380691168,1093.0,288900.0,34.850166481687,75.0512295081967,2019.0,34017002700,Census Tract 27,34017002700,2019,0.2252533,0.1543258,0.3133281,0.2439595,0.0498831,0.0132501,0.0
66,34017002800.0,Census Tract 28,Hudson County,NJ,6225.0,17068.0,13.267562510631059,33750.0,49.51662343786843,564.0,124800.0,96.18257261410788,90.49792531120332,2000.0,34017002800,Census Tract 28,34017002800,2000,0.0030675,0.1380368,0.493865,0.3650307,0.0,0.0,0.0
67,34017002800.0,Census Tract 28, Hudson County, New Jersey,5838.0,23008.0,20.3244622675902,42518.0,55.0391644908616,839.0,267500.0,19.9371351594073,86.9401423189619,2012.0,34017002800,Census Tract 28,34017002800,2012,0.0,0.1042945,0.506135,0.3895706,0.0,0.0,0.0
68,34017002800.0,Census Tract 28, Hudson County, New Jersey,5502.0,27460.0,25.6291134339915,58750.0,36.8708157698983,1069.0,339800.0,20.4228520017994,89.7881355932203,2019.0,34017002800,Census Tract 28,34017002800,2019,0.0,0.1042945,0.506135,0.3895706,0.0,0.0,0.0
69,34017002900.0,Census Tract 29,Hudson County,NJ,4166.0,17210.0,16.340710241893976,34469.0,44.53038674033149,599.0,119800.0,96.91629955947137,86.02894902454373,2000.0,34017002900,Census Tract 29,34017002900,2000,0.0042735,0.0555556,0.5128205,0.4273504,0.0,0.0,0.0
70,34017002900.0,Census Tract 29, Hudson County, New Jersey,3746.0,24589.0,15.4431120210588,65711.0,26.2861736334405,997.0,288600.0,30.4959289415248,81.9661458333333,2012.0,34017002900,Census Tract 29,34017002900,2012,0.0042735,0.0384615,0.5213675,0.4358974,0.0,0.0,0.0
71,34017002900.0,Census Tract 29, Hudson County, New Jersey,3744.0,26881.0,18.7645687645688,51936.0,27.4455445544554,1067.0,312300.0,29.6140350877193,85.633626097867,2019.0,34017002900,Census Tract 29,34017002900,2019,0.0042735,0.0384615,0.5213675,0.4358974,0.0,0.0,0.0
72,34017003000.0,Census Tract 30,Hudson County,NJ,3255.0,15188.0,27.986453201970445,26790.0,57.050323866467366,562.0,120500.0,93.37694194603434,84.46443172526574,2000.0,34017003000,Census Tract 30,34017003000,2000,0.0109091,0.0509091,0.4472727,0.4909091,0.0,0.0,0.0
73,34017003000.0,Census Tract 30, Hudson County, New Jersey,3158.0,18133.0,23.823155216285,31577.0,57.3339940535183,815.0,315300.0,15.0726855394032,92.2971114167813,2012.0,34017003000,Census Tract 30,34017003000,2012,0.0109091,0.04,0.4545455,0.4945455,0.0,0.0,0.0
74,34017003000.0,Census Tract 30, Hudson County, New Jersey,2631.0,28009.0,20.6605222734255,40060.0,41.4866901054746,928.0,442300.0,9.55056179775281,93.4959349593496,2019.0,34017003000,Census Tract 30,34017003000,2019,0.0109091,0.04,0.4545455,0.4945455,0.0,0.0,0.0
75,34017003100.0,Census Tract 31,Hudson County,NJ,4228.0,11292.0,30.881141916003298,25953.0,63.53061922682176,504.0,152300.0,95.87482219061167,89.40256045519203,2000.0,34017003100,Census Tract 31,34017003100,2000,0.0206897,0.0827586,0.5413793,0.3551724,0.0,0.0,0.0
76,34017003100.0,Census Tract 31, Hudson County, New Jersey,3681.0,23978.0,26.2428442301898,45781.0,42.4320352681852,882.0,329300.0,19.9714693295292,93.3692722371968,2012.0,34017003100,Census Tract 31,34017003100,2012,0.0103448,0.0689655,0.5551724,0.3655172,0.0,0.0,0.0
77,34017003100.0,Census Tract 31, Hudson County, New Jersey,5705.0,39837.0,23.5838779956427,75455.0,24.9764150943396,1228.0,341500.0,16.3214581607291,92.7962819519752,2019.0,34017003100,Census Tract 31,34017003100,2019,0.0103448,0.0689655,0.5551724,0.3655172,0.0,0.0,0.0
78,34017003500.0,Census Tract 35,Hudson County,NJ,2518.0,32309.0,22.306163021868787,58152.0,20.29459901800327,873.0,356300.0,100.0,92.86307053941908,2000.0,34017003500,Census Tract 35,34017003500,2000,0.0,0.02,0.51,0.47,0.0,0.0,0.0
79,34017003500.0,Census Tract 35, Hudson County, New Jersey,2079.0,58009.0,15.1996151996152,97744.0,23.6297198538368,1375.0,658200.0,28.0082987551867,94.5054945054945,2012.0,34017003500,Census Tract 35,34017003500,2012,0.0,0.02,0.51,0.47,0.0,0.0,0.0
80,34017003500.0,Census Tract 35, Hudson County, New Jersey,2107.0,64630.0,13.8111058376839,88906.0,21.3441194772869,1449.0,606500.0,32.8960645812311,89.0151515151515,2019.0,34017003500,Census Tract 35,34017003500,2019,0.0,0.02,0.51,0.47,0.0,0.0,0.0
81,34017004000.0,Census Tract 40,Hudson County,NJ,5206.0,20713.0,13.199923032518763,44750.0,44.9609984399376,649.0,124900.0,96.657223796034,73.48441926345609,2000.0,34017004000,Census Tract 40,34017004000,2000,0.2255054,0.1073095,0.1949196,0.1410057,0.22654220000000003,0.0886469,0.0160705
82,34017004000.0,Census Tract 40, Hudson County, New Jersey,4822.0,27521.0,11.5927001244297,66042.0,43.177304964539,1050.0,309400.0,35.4588796185936,71.6356107660455,2012.0,34017004000,Census Tract 40,34017004000,2012,0.1783307,0.1010887,0.2327631,0.160705,0.2337999,0.0777605,0.0155521
83,34017004000.0,Census Tract 40, Hudson County, New Jersey,5411.0,31043.0,4.74958418037331,75976.0,46.0846303501946,1168.0,289600.0,43.5840707964602,78.1950965049557,2019.0,34017004000,Census Tract 40,34017004000,2019,0.2275791,0.131156,0.2472784,0.160705,0.1669258,0.0518403,0.0145153
84,34017004101.0,Census Tract 41.01,Hudson County,NJ,7214.0,18766.0,18.74133629054616,34197.0,50.0661084178052,589.0,157700.0,96.31386861313868,89.81751824817519,2000.0,34017004101,Census Tract 41.01,34017004101,2000,0.0428571,0.1738095,0.4857143,0.2928571,0.0,0.0047619,0.0
85,34017004101.0,Census Tract 41.01, Hudson County, New Jersey,6402.0,23225.0,26.6635426429241,45863.0,36.4513234634365,885.0,246700.0,21.3407378024593,86.6970866970867,2012.0,34017004101,Census Tract 41.01,34017004101,2012,0.0404762,0.152381,0.4928571,0.3095238,0.0,0.0047619,0.0
86,34017004101.0,Census Tract 41.01, Hudson County, New Jersey,6242.0,39467.0,20.2819609099648,62618.0,40.6352941176471,1002.0,289100.0,31.3725490196078,84.3452816386247,2019.0,34017004101,Census Tract 41.01,34017004101,2019,0.0404762,0.152381,0.4928571,0.3095238,0.0,0.0047619,0.0
87,34017004102.0,Census Tract 41.02,Hudson County,NJ,2678.0,11889.0,25.690814040328604,27197.0,58.11320754716981,545.0,107400.0,88.28571428571429,80.85714285714286,2000.0,34017004102,Census Tract 41.02,34017004102,2000,0.0038314,0.0727969,0.5440613,0.3793103,0.0,0.0,0.0
88,34017004102.0,Census Tract 41.02, Hudson County, New Jersey,3549.0,24072.0,25.8664412510566,39450.0,66.338329764454,887.0,306700.0,22.9534510433387,81.5646785437645,2012.0,34017004102,Census Tract 41.02,34017004102,2012,0.0,0.0727969,0.5440613,0.3831418,0.0,0.0,0.0
89,34017004102.0,Census Tract 41.02, Hudson County, New Jersey,3211.0,26196.0,18.0006228589225,39524.0,53.8891476478808,916.0,359000.0,23.7704918032787,77.2261623325453,2019.0,34017004102,Census Tract 41.02,34017004102,2019,0.0,0.0727969,0.5440613,0.3831418,0.0,0.0,0.0
90,34017004200.0,Census Tract 42,Hudson County,NJ,4673.0,13222.0,23.68251236825124,32335.0,59.421841541755896,550.0,98400.0,96.04086845466155,78.86334610472542,2000.0,34017004200,Census Tract 42,34017004200,2000,0.0030211,0.060423,0.4864048,0.4501511,0.0,0.0,0.0
91,34017004200.0,Census Tract 42, Hudson County, New Jersey,4551.0,19714.0,27.8291501541171,38723.0,61.8522601984565,866.0,313300.0,25.9304453935326,86.1743475846752,2012.0,34017004200,Census Tract 42,34017004200,2012,0.0030211,0.0574018,0.489426,0.4501511,0.0,0.0,0.0
92,34017004200.0,Census Tract 42, Hudson County, New Jersey,5455.0,20855.0,21.9431714023831,42574.0,46.4840182648402,878.0,279100.0,24.5169082125604,79.5418220564731,2019.0,34017004200,Census Tract 42,34017004200,2019,0.0030211,0.0574018,0.489426,0.4501511,0.0,0.0,0.0
